Changes,General Category
"Check for long streams in IOUtils.toByteArray #175. Fixes IO-429. Thanks to Ivan Leskin, Ivan Leskin.",Bug fix
Add FileSystemProviders class. Thanks to Gary Gregory.,Add support for a new feature
Let org.apache.commons.io.filefilter classes work with java.nio.file.Files.walk* APIs. Thanks to Gary Gregory.,Code redesign
"Let org.apache.commons.io.filefilter classes work with java.nio.file.Files#newDirectoryStream(Path, DirectoryStream.Filter). Thanks to Gary Gregory.",Code redesign
"Add and adapt ReadAheadInputStream and BufferedFileChannelInputStream from Apache Spark. Fixes IO-510. Thanks to Gary Gregory, Apache Spark, David Mollitor.",Add support for a new feature
"Add PathUtils.createParentDirectories(Path, FileAttribute...). Thanks to Gary Gregory.",Add support for a new feature
"Add factory methods to CloseShieldInputStream, CloseShieldReader, CloseShieldOutputStream, CloseShieldWriter, #173. Thanks to Rob Spoor, Gary Gregory.",Add support for a new feature
"Add QueueInputStream and QueueOutputStream as simpler alternatives to PipedInputStream and PipedOutputStream #171. Thanks to maxxedev, Gary Gregory.",Add support for a new feature
Add StandardLineSeparator. Thanks to Gary Gregory.,Add support for a new feature
Replace magic numbers with constants with the new IOUtils.CR and LF. Thanks to Gary Gregory.,Maintainability improvement
Add FileSystem#supportsDriveLetter(). Thanks to Gary Gregory.,Add support for a new feature
Add FileUtils.delete(File). Thanks to Gary Gregory.,Add support for a new feature
"Add FileUtils.moveFile(File, File, CopyOption...) #185. Fixes IO-700. Thanks to Gary Gregory.",Add support for a new feature
Add FileUtils.isEmptyDirectory(File). Fixes IO-700. Thanks to Gary Gregory.,Add support for a new feature
Add FileUtils.lastModified[Unchecked](File) to workaround https://bugs.openjdk.java.net/browse/JDK-8177809. Thanks to Gary Gregory.,Bug fix
"Add null safe variants of isDirectory and isRegularFile. Fixes IO-709. Thanks to Boris Unckel, Gary Gregory.",Add support for a new feature
"Add and use IOExceptionList(String, List). Thanks to Gary Gregory.",Add support for a new feature
"Add and use ObservableInputStream.ObservableInputStream(InputStream, Observer...). Thanks to Gary Gregory.",Add support for a new feature
Make ObservableInputStream.getObservers() public. Thanks to Gary Gregory.,Code redesign
Add TimestampedObserver. Fixes IO-706. Thanks to Gary Gregory.,Add support for a new feature
Add and use IOUtils.byteArray(*). Thanks to Gary Gregory.,Add support for a new feature
Make public and reuse IOUtils.EMPTY_BYTE_ARRAY. Thanks to Gary Gregory.,Code redesign
-,Maintainability improvement
"Add IOUtils.copy(URL, File). Thanks to Gary Gregory.",Add support for a new feature
"Add copy(URL, OutputStream). Thanks to Gary Gregory.",Add support for a new feature
"Add DeferredFileOutputStream.toInputStream() #206. Fixes IO-651. Thanks to jmark109, Gary Gregory.",Add support for a new feature
"Add CharacterSetFilterReader.CharacterSetFilterReader(Reader, Integer...). Thanks to Gary Gregory.",Add support for a new feature
"Add AbstractCharacterFilterReader(Reader, IntPredicate), #227. Add CharacterFilterReader(Reader, IntPredicate), #227. Add CharacterFilterReaderIntPredicateTest, #227. Thanks to Rob Spoor, Gary Gregory.",Add support for a new feature
Add IOConsumer.noop(). Thanks to Gary Gregory.,Add support for a new feature
"Add constructor ThresholdingOutputStream(int, IOConsumer, IOFunction) and make the class concrete. Thanks to Gary Gregory.",Add support for a new feature
"Add constructor accepting collection of file alteration observers #236. Thanks to nstdspace, Gary Gregory.",Add support for a new feature
Update junit-jupiter from 5.6.2 to 5.7.0 #153. Thanks to Dependabot.,Update dependency
"Update mockito-core from 3.5.9 to 3.10.0, #152, #155, #157, #166, #167, #169, #182. Thanks to Dependabot.",Update dependency
"Bump mockito-inline from 3.7.0 to 3.10.0 #188, #207, #230. Thanks to Dependabot.",Update dependency
"Update commons.jacoco.version 0.8.5 to 0.8.7, fixes Java 15 builds and up. Thanks to Gary Gregory.",Update dependency
"Update spotbugs from 4.1.2 to 4.5.0, #158, #164, #165, #180, #199, #213, #224, #302. Thanks to Dependabot.",Update dependency
"Bump spotbugs-maven-plugin from 4.0.4 to 4.2.3, #161, #172, #223. Thanks to Dependabot.",Update dependency
"Update org.junit-pioneer:junit-pioneer 0.9.0 -> 1.4,1, #159, #162, #170, #189, #191, #210, #229. Thanks to Gary Gregory, Dependabot.",Update dependency
-,Update dependency
"Update actions/checkout from v2.3.2 to v2.3.4, #156, #168. Thanks to Dependabot.",Update dependency
"Bump actions/setup-java from v1.4.2 to v2 #160. Thanks to Dependabot, Gary Gregory.",Update dependency
-,Update dependency
Update maven-surefire-plugin from 2.22.2 to 3.0.0-M5. Thanks to Gary Gregory.,Update dependency
"Minor improvements, #176, 177, #190. Thanks to Arturo Bernal.",Maintainability improvement
-,Maintainability improvement
-,Maintainability improvement
-,Performance improvement
-,Maintainability improvement
-,Maintainability improvement
-,Performance improvement
-,Maintainability improvement
-,Performance improvement
-,Maintainability improvement
Update commons.japicmp.version 0.14.4 -> 0.15.3. Thanks to Gary Gregory.,Update dependency
Tiny performance improvement in FileUtils#moveDirectoryToDirectory() #174. Thanks to Michiel Kalkman.,Performance improvement
"Bump checkstyle from 8.38 to 8.42 #689, #209, #225. Thanks to Dependabot.",Update dependency
Bump maven-checkstyle-plugin from 3.1.1 to 3.1.2 #198. Thanks to Dependabot.,Update dependency
Bump jimfs from 1.1 to 1.2 #183. Thanks to Dependabot.,Update dependency
"Improve performance of IOUtils.contentEquals(InputStream, InputStream). Thanks to XenoAmess, Gary Gregory.",Performance improvement
"Improve performance of IOUtils.contentEquals(Reader, Reader). Thanks to XenoAmess, Gary Gregory.",Performance improvement
"Bump actions/cache from v2 to v2.1.5 #202, #228. Thanks to Dependabot.",Update dependency
"Bump junit-bom from 5.7.0 to 5.7.2 #200, #232. Thanks to Dependabot.",Update dependency
Update from Apache Commons Lang 3.11 to 3.12.0. Thanks to Gary Gregory.,Update dependency
Minor improvements #233. Thanks to Arturo Bernal.,Maintainability improvement
-,Maintainability improvement
-,Maintainability improvement
-,Maintainability improvement
Simplify Assertions in tests #234. Thanks to Arturo Bernal.,Maintainability improvement
,
Add org.apache.commons.io.input.CircularInputStream. Thanks to Gary Gregory.,Add support for a new feature
"Add org.apache.commons.io.file.PathUtils.cleanDirectory(Path, FileVisitOption...). Thanks to Gary Gregory.",Add support for a new feature
"Add org.apache.commons.io.file.PathUtils.deleteDirectory(Path, FileVisitOption...). Thanks to Gary Gregory.",Add support for a new feature
Add NullAppendable. Thanks to Gary Gregory.,Add support for a new feature
"CharSequenceReader.skip should return 0 instead of EOF on stream end #123. Thanks to Rob Spoor, Jochen Wiedmann.",Bug fix
Implement CharSequenceReader.ready() #122. Thanks to Rob Spoor.,Code redesign
"Fix code smells; fix typos #115. Fixes IO-669. Thanks to XenoAmess, Gary Gregory.",Maintainability improvement
-,Maintainability improvement
"Add caching for required charsets #120. Thanks to Jerome Wolff, Gary Gregory.",Performance improvement
Make some simplifications #121. Fixes IO-673. Thanks to Jerome Wolff.,Maintainability improvement
-,Maintainability improvement
InfiniteCircularInputStream is not infinite if its input buffer contains -1. Fixes IO-674. Thanks to Gary Gregory.,Bug fix
InfiniteCircularInputStream throws a divide-by-zero exception when reading if its input buffer is size 0. Fixes IO-675. Thanks to Gary Gregory.,Bug fix
FileSystem.getCurrent() does not return the correct enum. Fixes IO-677. Thanks to Gary Gregory.,Bug fix
input.AbstractCharacterFilterReader passes count of chars read #132. Fixes IO-679. Thanks to proneel.,Bug fix
Add PathUtils.getAclEntryList(Path). Thanks to Gary Gregory.,Add support for a new feature
"Null-guard IOUtils.close(Closeable, IOConsumer). Thanks to Gary Gregory.",Add support for a new feature
Add ReversedLinesFileReader.readLines(int). Thanks to Gary Gregory.,Add support for a new feature
Add ReversedLinesFileReader.toString(int). Thanks to Gary Gregory.,Add support for a new feature
"Add PathUtils.delete(Path, DeleteOption...). Add PathUtils.deleteDirectory(Path, DeleteOption...). Add PathUtils.deleteFile(Path, DeleteOption...). Add PathUtils.setReadOnly(Path, boolean, LinkOption...). Add CleaningPathVisitor.CleaningPathVisitor(PathCounters, DeleteOption[], String...). Add DeletingPathVisitor.DeletingPathVisitor(PathCounters, DeleteOption[], String...). Fixes IO-684. Thanks to Gary Gregory, Robin Jansohn.",Add support for a new feature
CircularBufferInputStream.read() fails to convert byte to unsigned int. Fixes IO-683.,Bug fix
Fix SpotBugs issues in org.apache.commons.io.FileUtils. Thanks to Gary Gregory.,Bug fix
Add RandomAccessFileInputStream. Thanks to Gary Gregory.,Add support for a new feature
IOUtils.close(Closeable) should allow a list of closeables. Fixes IO-681.,Bug fix
Copying a File sets last modified date to 01 January 1970. Fixes IO-672.,Bug fix
Add IOUtils.consume(InputStream). Thanks to Gary Gregory.,Add support for a new feature
"Add isFileNewer() and isFileOlder() methods that support the Java 8 Date/Time API. #124. Fixes IO-676. Thanks to Isira Seneviratne, Gary Gregory.",Add support for a new feature
"Prevent NullPointerException in ReversedLinesFileReader constructors #117. Fixes IO-676. Thanks to Michael Ernst, Gary Gregory.",Bug fix
"Add a MarkShieldInputStream #119. Thanks to Adam Retter, Gary Gregory.",Add support for a new feature
Deprecate IOUtils.LINE_SEPARATOR in favor of Java 7's System.lineSeparator(). Thanks to Gary Gregory.,Deprecate functionality
Replace FindBugs with SpotBugs. Thanks to Gary Gregory.,Add support for a new feature
-,Code redesign
maven-checkstyle-plugin 3.1.0 -> 3.1.1. Thanks to Gary Gregory.,Update dependency
Update tests from org.apache.commons:commons-lang3 3.10 to 3.11. Thanks to Gary Gregory.,Update dependency
Update commons-parent from 50 to 51 #129. Thanks to Gary Gregory.,Update dependency
Update actions/checkout from v1 to v2.3.1 #126. Thanks to Gary Gregory.,Update dependency
"Update junit-pioneer from 0.6.0 to 0.9.0, #127, #135, #138. Thanks to Gary Gregory.",Update dependency
"Update mockito-core from 3.3.3 to 3.5.9 #128, #133, #145, #149, #151. Thanks to Gary Gregory.",Update dependency
"Update spotbugs from 4.0.6 to 4.6.0 #134, #332. Thanks to Dependabot.",Update dependency
Update actions/checkout from v2.3.1 to v2.3.2 #140. Thanks to Dependabot.,Update dependency
"Update actions/setup-java from v1.4.0 to v1.4.2 #141, #148. Thanks to Dependabot.",Update dependency
Update com.github.siom79.japicmp:japicmp-maven-plugin 0.14.3 -> 0.14.4. Thanks to Gary Gregory.,Update dependency
,
Some tests fail if the base path contains a space. Fixes IO-589.,Bug fix
"Adding the CircularBufferInputStream, and the PeekableInputStream.",Add support for a new feature
Make methods in ObservableInputStream.Observer public. Fixes IO-582. Thanks to Bruno Palos.,Bug fix
"Thread bug in FileAlterationMonitor#stop(int). Fixes IO-535. Thanks to Svetlin Zarev, Anthony Raymond.",Bug fix
Add org.apache.commons.io.FilenameUtils.isIllegalWindowsFileName(char). Fixes IO-553.,Add support for a new feature
Perform locale independent upper case conversions. Fixes IO-557. Thanks to luccioman.,Bug fix
Missing Javadoc in FilenameUtils causing Travis-CI build to fail. Fixes IO-570. Thanks to Pranet Verma.,Bug fix
"Remove redundant isDirectory() check in org.apache.commons.io.FileUtils.listFilesAndDirs(File, IOFileFilter, IOFileFilter). Fixes IO-571. Thanks to pranet.",Performance improvement
Refactor duplicate code in org.apache.commons.io.FileUtils. Fixes IO-572. Thanks to Pranet Verma.,Maintainability improvement
Add readers to filter out given characters: CharacterSetFilterReader and CharacterFilterReader. Fixes IO-577. Thanks to Gary Gregory.,Add support for a new feature
FilenameUtils.normalize now verifies hostname syntax in UNC path. Fixes IO-559.,Bug fix
"Update org.apache.commons.io.FilenameUtils.isExtension(String, String[]) to use var args. Fixes IO-580.",Add support for a new feature
"FileUtils.copyToFile(InputStream source, File destination) should not close input stream. Fixes IO-554. Thanks to Michele Mariotti.",Bug fix
Add IOUtils copy methods with java.lang.Appendable as the target. Fixes IO-594. Thanks to Gary Gregory.,Bug fix
"FileUtils.doCopyFile(File, File, boolean) can throw ClosedByInterruptException. Fixes IO-604. Thanks to Gary Gregory.",Bug fix
Add class CanExecuteFileFilter. Fixes IO-605. Thanks to Gary Gregory.,Add support for a new feature
Make array declaration in ThresholdingOutputStream consistent with other array declarations in the library #77. Fixes IO-701. Thanks to Raymond Tan.,Bug fix
Support java.nio.Path and non-default file systems for ReversedLinesFileReader (#62). Fixes IO-578. Thanks to Mark Chesney.,Bug fix
Add a convenience NullPrintStream. Fixes IO-608. Thanks to Gary Gregory.,Add support for a new feature
Update from Java 7 to Java 8. Fixes IO-607. Thanks to Gary Gregory.,Code redesign
Remove throws IOException in method isSymlink() #80. Fixes IO-610. Thanks to Sebastian.,Maintainability improvement
"Add class TeeReader. Fixes IO-612. Thanks to Rob Spoor, Gary Gregory.",Add support for a new feature
"Add classes ClosedReader and CloseShieldReader. #84. Fixes IO-613. Thanks to Rob Spoor, Gary Gregory.",Add support for a new feature
"Add classes TaggedWriter, ClosedWriter and BrokenWriter. #86. Fixes IO-614. Thanks to Rob Spoor.",Add support for a new feature
"Add classes TeeWriter, FilterCollectionWriter, ProxyCollectionWriter, IOExceptionList, IOIndexedException. Fixes IO-615. Thanks to Gary Gregory, Rob Spoor.",Add support for a new feature
Add class AppendableWriter. #87. Fixes IO-616. Thanks to Rob Spoor.,Add support for a new feature
"Add class CloseShieldWriter. #83. Fixes IO-617. Thanks to Rob Spoor, Gary Gregory.",Add support for a new feature
"Add classes Added TaggedReader, ClosedReader and BrokenReader. #85. Fixes IO-618. Thanks to Rob Spoor.",Add support for a new feature
Support sub sequences in CharSequenceReader. #91. Fixes IO-619. Thanks to Rob Spoor.,Add support for a new feature
Corrected misleading exception message for FileUtils.copyDirectoryToDirectory. Fixes IO-625. Thanks to Mikko Maunu.,Bug fix
A mistake in the FilenameUtils.concat()'s Javadoc about an absolute path. Fixes IO-626. Thanks to Yuji Konishi.,Documentation
Migration to JUnit Jupiter #97. Fixes IO-628. Thanks to Allon Mureinik.,Add support for a new feature
Deprecate org.apache.commons.io.output.NullOutputStream.NullOutputStream() in favor of org.apache.commons.io.output.NullOutputStream.NULL_OUTPUT_STREAM. Fixes IO-630. Thanks to Gary Gregory.,Deprecate functionality
Add a CountingFileVisitor (as the basis for a forthcoming DeletingFileVisitor). Fixes IO-631. Thanks to Gary Gregory.,Add support for a new feature
Add PathUtils for operations on NIO Path. Fixes IO-632. Thanks to Gary Gregory.,Add support for a new feature
Add DeletingFileVisitor. Fixes IO-633. Thanks to Gary Gregory.,Add support for a new feature
"FileUtils#forceDelete should use Files#delete rather than File#delete so exception messages includes reason for failure. Fixes IO-629. Thanks to Ian Springer, Ian Springer, Gary Gregory.",Maintainability improvement
